יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
15.11.2021,משה בן נחמן 8,4247-571-13,דירה בבית קומות,4.0,ראשונה,105.0,"2,080,000",
14.11.2021,ירושלים 38,3937-49-5,דירה בבית קומות,4.0,שלישית,91.17,"1,880,000",
14.11.2021,תנועות הנוער 9,3939-445-29,דירה בבית קומות,4.0,שמינית,105.01,"2,250,000",
14.11.2021,רוטשילד 127,3923-315-24,דירה בבית קומות,4.0,שישית,83.0,"1,750,000",
14.11.2021,שרירא שמואל 7,6286-147-2,דירה בבית קומות,4.0,ראשונה,82.15,"1,650,000",
14.11.2021,דן 11,5387-38-11,דירה בבית קומות,4.0,ראשונה,91.46,"2,200,000",100% ב 10 שנים
12.11.2021,ליבין יוסף וריסיה 1,7374-103-16,דירה בבית קומות,4.0,חמישית,116.97,"2,550,000",71% ב 11.2 שנים
12.11.2021,,3629-323-85,דירה בבית קומות,4.0,שמינית,108.0,"2,743,000",
11.11.2021,דרובין יואל 13,3926-853-11,דירה בבית קומות,4.0,שלישית,85.43,"1,830,000",217% ב 20.9 שנים
11.11.2021,שיבת ציון 11,3937-54-15,דירה בבית קומות,4.0,שלישית,74.32,"1,500,000",155% ב 16.8 שנים
11.11.2021,אברבנאל 20,3930-393-33,דירה בבית קומות,4.0,ראשונה,85.8,"1,870,000",43% ב 5.8 שנים
11.11.2021,רמז 35,3926-1159-15,דירה בבית קומות,4.0,רביעית,89.28,"1,960,000",
11.11.2021,חיל הצנחנים 8,5037-37-54,דירה בבית קומות,4.0,ראשונה,83.3,"1,865,000",24% ב 7.8 שנים
10.11.2021,טיומקין 8,3925-277-9,דירה בבית קומות,4.0,שלישית,89.87,"1,825,000",103% ב 15.4 שנים
10.11.2021,הצופים 2,3939-441-11,דירה בבית קומות,4.0,שלישית,93.4,"2,170,000",
10.11.2021,החלמונית 22,5036-65-30,דירה בבית קומות,4.0,שלישית,84.0,"1,720,000",
09.11.2021,הפרדס הראשון 35,3945-824-22,דירה בבית קומות,4.0,שלישית,108.4,"2,250,000",204% ב 22.5 שנים
09.11.2021,,3630-89-15,ללא תיכנון,4.0,אחת עשרה,,"90,000",
09.11.2021,הרבי מלובביץ 7,5116-17-7,דירה בבית קומות,4.0,שניה,85.38,"2,100,000",
09.11.2021,פינשטיין יונה צבי 3,6288-105-11,דירה בבית קומות,4.0,שלישית,77.26,"1,860,000",
09.11.2021,"הרשב""א 4",5115-32-64,דירה בבית קומות,4.0,רביעית,95.6,"1,910,000",
09.11.2021,הרבי מלובביץ 7,5116-17-7,דירה בבית קומות,4.0,שניה,85.38,"2,100,000",
08.11.2021,רמז 14,3923-219-13,דירה בבית קומות,4.0,רביעית,68.23,"1,500,000",200% ב 21.5 שנים
08.11.2021,הרבי מלובביץ 7,5116-17-6,דירה בבית קומות,4.0,שניה,85.38,"2,000,000",33% ב 8 שנים
08.11.2021,קפלנסקי 26,3926-676-28,דירה,4.0,,99.0,"2,130,000",
08.11.2021,,3629-320-15,דירה בבית קומות,4.0,שישית,88.0,"2,650,000",
07.11.2021,הירשפלד 31,3926-1321-7,דירה בבית קומות,4.0,שניה,79.74,"1,760,000",40% ב 9.1 שנים
07.11.2021,,3930-706-3,דירה בבית קומות,4.0,רביעית,83.0,"2,100,000",
04.11.2021,הכובש 13,3929-85-3,דירה בבית קומות,4.0,ראשונה,91.0,"1,730,000",68% ב 10 שנים
04.11.2021,הגיתית 10,5183-79-6,דירה בבית קומות,4.0,ראשונה,85.0,"2,150,000",45% ב 6.7 שנים
04.11.2021,מבצע קדש 9,3945-666-8,דירה בבית קומות,4.0,שלישית,81.19,"1,840,000",159% ב 20 שנים
04.11.2021,שמריהו לוין 22,3928-191-5,דירה בבית קומות,4.0,שניה,76.47,"1,635,000",8% ב 4.6 שנים
04.11.2021,שרף חיים 4,6286-159-70,דירה בבית קומות,4.0,שניה,103.0,"2,160,000",83% ב 11.8 שנים
04.11.2021,אנילביץ 16,7282-11-16,דירה בבית קומות,4.0,רביעית,93.0,"1,550,000",40% ב 5.2 שנים
04.11.2021,שפירא צבי הרמן 8,3928-181-4,דירה בבית קומות,4.0,שניה,73.26,"1,460,000",
04.11.2021,הרב ברוק 12,3930-357-3,דירה בבית קומות,4.0,ראשונה,98.5,"1,782,000",
04.11.2021,חיל התותחנים 7,2704-55-4,דירה בבית קומות,4.0,קומה ‎1‏,122.48,"3,140,000",28% ב 3.6 שנים
03.11.2021,שרירא שמואל 46,6286-143-29,דירה בבית קומות,4.0,רביעית,63.1,"1,680,000",13% ב 2 שנים
03.11.2021,חיל החימוש 4,2717-33-15,דירה בבית קומות,4.0,שלישית,85.71,"2,050,000",166% ב 13.8 שנים
03.11.2021,הרב גורן 13,5116-95-17,דירה בבית קומות,4.0,רביעית,88.62,"2,580,000",52% ב 8.5 שנים
03.11.2021,קפלנסקי 26,3926-676-26,דירה,4.0,,92.0,"2,030,000",
03.11.2021,ירושלים 85,4241-333-0,דירת גג,4.0,שישית,89.0,"2,230,000",
02.11.2021,ארנון משה 3,5025-243-13,דירה בבית קומות,4.0,רביעית,82.6,"2,000,000",
02.11.2021,ביאליק 2,3934-69-23,דירה בבית קומות,4.0,רביעית,88.61,"1,480,000",66% ב 11.9 שנים
02.11.2021,יהודה הלוי 20,3932-164-6,דירה בבית קומות,4.0,שלישית,97.99,"1,550,000",142% ב 17.3 שנים
02.11.2021,הדוגית 70,6823-185-31,דירה בבית קומות,4.0,שמינית,84.0,"1,870,000",169% ב 14.5 שנים
02.11.2021,קידוש השם 15,3929-812-16,דירה בבית קומות,4.0,ראשונה,93.0,"1,670,000",51% ב 9.5 שנים
02.11.2021,חיל האויר 3,2717-35-11,דירה בבית קומות,4.0,רביעית,91.95,"2,430,000",9% ב 3.2 שנים
02.11.2021,פינשטיין יונה צבי 13,6288-108-92,דירה בבית קומות,4.0,רביעית,88.22,"2,070,000",107% ב 8.5 שנים
02.11.2021,פינשטיין יונה צבי 9,6288-109-45,דירה בבית קומות,4.0,שלישית,78.29,"1,890,000",45% ב 7.3 שנים
02.11.2021,חיל התותחנים 7,2704-55-344,דירה בבית קומות,4.0,קומה ‎5‏,95.93,"2,786,000",99% ב 12.2 שנים
02.11.2021,שרירא שמואל 5,6286-158-33,דירה בבית קומות,4.0,שלישית,86.07,"1,640,000",17% ב 2.8 שנים
02.11.2021,אסא 4,3934-189-7,דירה בבית קומות,4.0,שלישית,82.2,"1,560,000",
02.11.2021,שרירא שמואל 34,6286-153-35,,4.0,,93.0,"1,840,000",
02.11.2021,קרל נטר 23,3928-712-4,דירה בבית קומות,4.0,שניה,93.72,"2,080,000",
02.11.2021,קלאוזנר יוסף 7,4241-333-13,,4.0,,89.0,"2,230,000",
02.11.2021,עין דור 2,6286-316-41,דירה בבית קומות,4.0,ראשונה,96.0,"2,410,000",
02.11.2021,,3946-491-35,דירה בבית קומות,4.0,שביעית,96.0,"2,750,000",
01.11.2021,רופין 4,3925-486-13,דירה בבית קומות,4.0,רביעית,85.35,"1,675,000",
01.11.2021,טיומקין 6,3925-275-25,,4.0,,96.0,"1,900,000",
01.11.2021,רופין 6,3925-485-10,דירה בבית קומות,4.0,שלישית,107.0,"1,935,000",
01.11.2021,החלמונית 36,5036-117-83,דירה בבית קומות,4.0,שביעית,109.8,"2,100,000",
01.11.2021,התזמורת 36,5183-41-16,דירה בבית קומות,4.0,רביעית,90.24,"2,470,000",
31.10.2021,"רמב""ם 43",3930-313-12,דירה בבית קומות,4.0,שלישית,81.6,"1,950,000",285% ב 21.8 שנים
31.10.2021,היקינטון 5,5036-94-6,דירה בבית קומות,4.0,שלישית,95.6,"1,930,000",191% ב 22.3 שנים
31.10.2021,גשר 5,5387-22-47,דירה בבית קומות,4.0,שישית,81.9,"1,940,000",181% ב 22.6 שנים
31.10.2021,חיל החימוש 38,2717-22-12,דירה בבית קומות,4.0,שלישית,99.07,"2,150,000",0% ב 4.8 שנים
31.10.2021,הגפן 6,3926-156-10,דירה בבית קומות,4.0,רביעית,75.75,"1,700,000",36% ב 7.5 שנים
31.10.2021,השדה 10,3926-150-11,דירה בבית קומות,4.0,שלישית,70.88,"1,502,000",
31.10.2021,הורוביץ 38,3926-775-6,דירה בבית קומות,4.0,שלישית,82.0,"1,600,000",
31.10.2021,הירדן 10,3923-493-5,דירה בבית קומות,4.0,שלישית,88.88,"1,750,000",4% ב 3 שנים
31.10.2021, ,3930-174-16,דירה בבית קומות,4.0,שישית,97.83,"1,750,000",
31.10.2021,הירשפלד 33,3926-644-5,דירה בבית קומות,4.0,שניה,72.69,"1,770,000",
31.10.2021,ברון דבורה 3,3945-690-9,דירה בבית קומות,4.0,שניה,106.0,"2,200,000",
31.10.2021,,3925-747-130,דירה בבית קומות,4.0,שביעית,96.0,"2,750,000",
30.10.2021,שרירא שמואל 30,6286-152-16,,4.0,,104.0,"2,122,000",
30.10.2021,,3925-747-122,,4.0,שביעית,96.0,"2,750,000",
29.10.2021,פינשטיין יונה צבי 9,6288-109-64,דירה בבית קומות,4.0,שביעית,94.6,"2,200,000",193% ב 18.4 שנים
29.10.2021,"רש""י 6",3930-166-5,דירה בבית קומות,4.0,שלישית,101.0,"1,650,000",38% ב 8 שנים
29.10.2021,התורמוס 1,5036-177-4,דירה בבית קומות,4.0,ראשונה,86.6,"1,820,000",33% ב 6.7 שנים
28.10.2021,יהודה הלוי 56,3930-154-3,דירה בבית קומות,4.0,שניה,67.41,"1,350,000",
28.10.2021,יהודה הלוי 16,3932-345-2,דירה בבית קומות,4.0,ראשונה,90.0,"1,850,000",
27.10.2021,שפינוזה 23,3928-614-3,דירה בבית קומות,4.0,ראשונה,71.0,"1,630,000",
27.10.2021,הירמוך 13,3923-297-30,דירה בבית קומות,4.0,שישית,97.0,"1,900,000",
27.10.2021,שפינוזה 6,3928-325-7,דירה בבית קומות,4.0,רביעית,89.28,"2,200,000",
26.10.2021,קידוש השם 20,3929-443-5,דירה בבית קומות,4.0,רביעית,77.0,"1,200,000",
26.10.2021,השריג 12,5039-38-64,דירה בבית קומות,4.0,שלישית,83.65,"1,190,000",-33% ב 4 שנים
26.10.2021,אברבנאל 24,3930-394-90,דירה בבית קומות,4.0,שביעית,90.0,"1,800,000",57% ב 10.4 שנים
26.10.2021,הקוקיה 44,6287-221-26,דירה בבית קומות,4.0,שביעית,109.8,"2,520,000",59% ב 7.7 שנים
26.10.2021,"צ""ג בנות 32",3929-891-31,דירה בבית קומות,4.0,רביעית,82.0,"1,680,000",
26.10.2021,בית יוסף 8,3930-699-3,דירה בבית קומות,4.0,חמישית,98.0,"2,000,000",
26.10.2021,החלמונית 27,5036-87-196,דירה בבית קומות,4.0,שישית,99.0,"2,370,000",
25.10.2021,הנופר 22,5036-118-6,דירה בבית קומות,4.0,שניה,76.1,"1,775,000",180% ב 20.3 שנים
25.10.2021,קרית ספר 26,3945-651-5,דירה בבית קומות,4.0,שניה,81.99,"1,800,000",28% ב 6.6 שנים
25.10.2021,טיומקין 16,3925-481-20,דירה בבית קומות,4.0,חמישית,110.1,"2,050,000",86% ב 12.1 שנים
25.10.2021,הרב הרצוג 2,3929-1115-6,דירה בבית קומות,4.0,ראשונה,67.14,"1,680,000",
25.10.2021,הסמדר 5,5038-5-28,דירה בבית קומות,4.0,קרקע,89.0,"3,180,000",52% ב 5.9 שנים
24.10.2021,חיל החימוש 18,2717-3-9,דירה בבית קומות,4.0,שלישית,79.07,"1,755,000",36% ב 5.6 שנים
24.10.2021,יהודה לייב 4,3932-257-21,דירה בבית קומות,4.0,רביעית,104.9,"1,530,000",111% ב 13.3 שנים
24.10.2021,הקישון 6,3926-1100-115,דירה בבית קומות,4.0,רביעית,93.37,"1,600,000",
22.10.2021,,3629-323-83,דירה בבית קומות,4.0,תשע עשרה,102.0,"2,731,000",
21.10.2021,הקוקיה 68,6287-222-80,דירה בבית קומות,4.0,שלישית,113.1,"1,990,000",80% ב 12.3 שנים
21.10.2021,נורדאו 24,3936-210-7,דירה בבית קומות,4.0,ראשונה,84.51,"1,780,000",35% ב 6.9 שנים
21.10.2021, ,3945-95-7,דירה בבית קומות,4.0,חמישית,103.0,"1,750,000",
20.10.2021,דוידזון 7,3939-293-31,דירה בבית קומות,4.0,רביעית,80.7,"757,000",
20.10.2021,לוין מיכאל וחנה 8,6286-154-22,דירה בבית קומות,4.0,שישית,89.1,"1,890,000",23% ב 1.7 שנים
20.10.2021,חיל הצנחנים 12,5037-37-9,דירה בבית קומות,4.0,שלישית,89.6,"1,950,000",25% ב 4.6 שנים
20.10.2021,ברניצקי נתן 2,3926-877-15,דירה,4.0,שישית,108.0,"2,085,000",
20.10.2021,הצופים 2,3939-441-20,דירה בבית קומות,4.0,חמישית,93.4,"2,169,000",
19.10.2021,פינשטיין יונה צבי 11,6288-109-18,דירה בבית קומות,4.0,חמישית,83.22,"1,780,000",130% ב 16.2 שנים
18.10.2021,גיבשטיין יהושע 11,6288-111-12,דירה בבית קומות,4.0,שלישית,81.15,"1,740,000",40% ב 8 שנים
18.10.2021,"הרשב""א 17",5115-26-22,דירה בבית קומות,4.0,שישית,81.7,"2,030,000",
17.10.2021,יעקב 68,4247-429-21,דירה בבית קומות,4.0,שניה,78.0,"1,350,000",
17.10.2021,הלל נפתלי 18,3934-166-8,דירה בבית קומות,4.0,ראשונה,76.28,"1,630,000",
17.10.2021,החליל 14,5183-17-7,דירה בבית קומות,4.0,ראשונה,83.86,"1,850,000",
17.10.2021,מעגל השלום 23,5096-3-38,דירה בבית קומות,4.0,עשירית,94.0,"2,830,000",47% ב 7.7 שנים
14.10.2021,וולפסון 37,3926-308-7,דירה בבית קומות,4.0,שניה,77.88,"1,745,000",161% ב 16.4 שנים
14.10.2021,האחים אוסטשינסקי 13,3936-257-1,דירה בבית קומות,4.0,ראשונה,83.1,"1,800,000",16% ב 5.2 שנים
14.10.2021,יהודה לייב 49,3929-740-35,דירה,4.0,שישית,92.0,"1,810,000",
14.10.2021,חנקין 3,3936-35-7,דירה בבית קומות,4.0,חמישית,105.0,"2,420,000",
13.10.2021,קרן היסוד 21,3928-561-4,דירה בבית קומות,4.0,קומה ‎1‏,85.0,"1,760,000",72% ב 8.9 שנים
13.10.2021,הרב קוק 10,3932-152-1,דירה בבית קומות,4.0,ראשונה,73.43,"1,590,000",196% ב 20.8 שנים
13.10.2021,ברזילי 12,3945-61-5,דירה בבית קומות,4.0,שלישית,75.25,"1,705,000",3% ב 4 שנים
13.10.2021,דרור 16,3933-210-12,דירה בבית קומות,4.0,שלישית,69.0,"1,013,333",
13.10.2021,חיל הצנחנים 17,5037-30-61,דירה בבית קומות,4.0,קרקע,91.95,"2,450,000",36% ב 5.4 שנים
13.10.2021,משה בן נחמן 8,4247-571-12,דירה בבית קומות,4.0,שניה,96.0,"2,130,000",
13.10.2021,"פיק""א 23",3939-173-22,דירה בבית קומות,4.0,ראשונה,108.0,"2,150,000",
13.10.2021,,4241-316-0,דירת גג (פנטהאוז),4.0,שישית,88.0,"2,450,000",
12.10.2021,פינשטיין יונה צבי 13,6288-108-89,דירה בבית קומות,4.0,שלישית,77.44,"1,800,000",173% ב 20 שנים
12.10.2021,שרף חיים 4,6286-159-18,דירה בבית קומות,4.0,חמישית,116.87,"2,310,000",83% ב 11.1 שנים
12.10.2021,מזרחי משה 4,3930-370-2,דירה בבית קומות,4.0,ראשונה,77.75,"1,495,000",
12.10.2021,קפלנסקי 26,3926-676-24,דירה,4.0,,93.0,"2,030,000",
12.10.2021,,3925-737-70,דירה בבית קומות,4.0,שביעית,125.0,"2,698,000",
11.10.2021,הצופים 3,3939-428-1,דירה בבית קומות,4.0,ראשונה,116.16,"2,350,000",83% ב 12 שנים
11.10.2021,סנש חנה 13,7281-54-15,דירה בבית קומות,4.0,שישית,84.0,"1,290,000",
11.10.2021,,3925-737-69,,4.0,שביעית,106.0,"2,698,000",
11.10.2021,,3927-359-2,דירה בבית קומות,4.0,רביעית,109.0,"2,920,000",
10.10.2021,פינס 9,3928-470-9,דירה בבית קומות,4.0,שניה,77.68,"1,600,000",173% ב 17.9 שנים
10.10.2021,פינשטיין יונה צבי 11,6288-109-28,דירה בבית קומות,4.0,שביעית,78.29,"1,865,000",45% ב 7 שנים
10.10.2021,החליל 5,5183-28-11,דירה בבית קומות,4.0,שניה,67.09,"1,855,000",
10.10.2021,קפלנסקי 26,3926-676-22,דירה,4.0,,102.0,"2,150,000",
09.10.2021,,3925-737-68,,4.0,שש עשרה,115.0,"2,810,000",
08.10.2021,השומר 10,3930-429-20,דירה בבית קומות,4.0,שביעית,77.45,"1,760,000",64% ב 10.7 שנים
08.10.2021,מעגל השלום 1,5096-7-4,דירה בבית קומות,4.0,ראשונה,89.0,"2,450,000",89% ב 11.5 שנים
08.10.2021,ברניצקי נתן 2,3926-877-17,דירה,4.0,חמישית,114.0,"2,300,000",
07.10.2021,לובמן חביב 8,3936-87-4,דירה בבית קומות,4.0,שניה,94.77,"1,760,000",51% ב 9.1 שנים
07.10.2021,אלקלעי 20,3930-219-3,דירה בבית קומות,4.0,שניה,70.91,"720,000",44% ב 8.1 שנים
06.10.2021,מאירוביץ 4,3936-233-35,דירה בבית קומות,4.0,שישית,85.5,"1,775,000",9% ב 4.7 שנים
06.10.2021,ברניצקי נתן 10,3926-854-14,דירה בבית קומות,4.0,קומה ‎4‏,121.5,"2,520,000",56% ב 6.2 שנים
06.10.2021,ברניצקי נתן 4,3926-878-15,דירה,4.0,חמישית,100.0,"2,068,000",
06.10.2021,התקוה 9,3945-917-3,דירה,4.0,,117.0,"2,630,000",
05.10.2021,אלון יגאל 22,6287-285-29,דירה בבית קומות,4.0,שישית,91.5,"2,150,000",15% ב 3.5 שנים
04.10.2021,שיבת ציון 8,3937-116-8,דירה בבית קומות,4.0,רביעית,85.9,"1,420,000",5% ב 2.9 שנים
04.10.2021,גיבשטיין יהושע 11,6288-111-6,דירה בבית קומות,4.0,שניה,63.09,"1,575,000",75% ב 9 שנים
03.10.2021,פינשטיין יונה צבי 9,6288-109-133,דירה בבית קומות,4.0,שביעית,94.6,"1,855,000",135% ב 21.9 שנים
03.10.2021,הכורמים 9,5039-25-67,דירה בבית קומות,4.0,שישית,93.0,"2,220,000",
30.09.2021,שינקין 14,3928-774-22,דירה בבית קומות,4.0,שישית,88.86,"1,950,000",113% ב 16.3 שנים
30.09.2021,היקינטון 14,5036-83-17,דירה בבית קומות,4.0,שלישית,97.16,"1,930,000",
29.09.2021,שינקין 10,3928-259-3,דירה בבית קומות,4.0,שניה,83.5,"1,800,000",174% ב 16.5 שנים
29.09.2021,וולפסון 45,3926-1272-28,דירה בבית קומות,4.0,רביעית,106.81,"1,920,000",32% ב 6.7 שנים
29.09.2021,הנגיד 14,5115-28-76,דירה בבית קומות,4.0,שמינית,104.0,"1,125,000",
26.09.2021,הירקון 2,3923-285-24,דירה,4.0,,110.0,"1,830,000",
24.09.2021,לבונטין 17,3936-79-16,דירה בבית קומות,4.0,רביעית,90.0,"1,750,000",
23.09.2021,אלון יגאל 24,6287-286-17,דירה בבית קומות,4.0,רביעית,108.0,"2,100,000",
23.09.2021,,3925-747-115,דירה בבית קומות,4.0,שישית,96.0,"2,640,000",
22.09.2021,שרירא שמואל 30,6286-152-14,דירה,4.0,,75.0,"1,475,000",
22.09.2021,אביעזר 3,6286-155-11,דירה בבית קומות,4.0,שלישית,101.74,"1,765,000",
22.09.2021,"רמב""ם 25",3930-561-5,דירה בבית קומות,4.0,שניה,84.22,"1,850,000",
22.09.2021,,3925-747-114,,4.0,שישית,96.0,"2,640,000",
